,id_districtname,id_regionname,villmtaaname,hh_size,mealsperday,Student_age,Dropout,SchoolhasGirlsroom,PTR,PCR,GPLR,BPLR,PTMR,Student_readbookwithparent,Parentteacherdiscussion,ParentCheckChildbook,EA_area,Studentsex,Income__source
11610,50,13,1882,7,1,13,1,2,44.8333320617676,53.7999992370605,74.0,121.0,269.0,2,2,1,2,2,2
2840,17,2,597,10,3,14,1,2,73.5,84.0,47.45454406738279,49.25,29.399999618530302,1,1,1,2,2,2
44179,70,15,3386,10,3,12,1,1,56.3333320617676,48.2857131958008,27.6666660308838,28.6666660308838,33.7999992370605,2,2,1,2,1,2
31392,157,23,2161,11,3,11,1,2,35.4545440673828,65.0,51.75,45.75,78.0,2,2,1,2,2,2
58824,21,3,1701,18,2,13,1,2,42.033332824706996,140.11111450195298,125.599998474121,126.599998474121,114.63636016845699,2,2,1,2,2,2
25418,61,12,3037,5,2,15,1,2,61.880001068115206,171.888885498047,156.199996948242,153.199996948242,309.399993896484,2,1,1,2,2,2
20122,115,14,2318,5,2,13,1,1,36.5,63.4000015258789,39.5,33.5,146.0,2,1,1,2,1,2
40205,73,20,116,9,2,6,1,2,52.5,52.5,80.0,77.5,0.0,2,0,0,2,1,2
7141,68,24,1304,7,3,9,1,2,41.0,51.25,37.0,31.3333339691162,0.0,2,2,1,2,2,2
40036,73,20,3232,6,3,7,1,2,39.714286804199205,46.3333320617676,39.5,60.0,139.0,2,2,2,2,2,2
4930,1,0,3389,4,2,11,1,2,29.0526313781738,69.0,70.25,67.75,552.0,2,2,1,2,1,2
9356,24,24,1485,6,3,15,1,2,43.111110687255895,64.6666641235352,62.3333320617676,67.0,48.5,1,1,1,2,2,1
44784,122,15,582,16,3,11,1,1,39.0800018310547,162.83332824707,120.5,165.0,97.6999969482422,2,2,2,3,2,1
26935,81,12,2744,4,3,12,1,2,41.714286804199205,89.8461532592773,296.0,288.0,58.4000015258789,1,1,1,3,2,2
21727,142,19,2510,3,3,7,1,2,64.0,120.0,56.4444427490234,50.2222213745117,0.0,1,1,1,3,2,4
32365,146,23,2747,4,3,7,1,2,56.733333587646506,77.363639831543,111.25,101.5,283.666656494141,1,2,1,3,1,1
48347,12,11,322,10,2,8,1,2,6.46666669845581,12.125,19.0,13.3333330154419,24.25,1,2,1,2,2,2
18486,63,9,285,3,3,13,1,2,49.9166679382324,85.57142639160159,78.5,71.25,119.800003051758,2,2,2,3,2,2
39686,35,20,3101,39,3,11,1,2,22.8571434020996,22.8571434020996,74.0,43.0,0.0,2,2,2,2,2,2
39251,141,20,2956,6,3,9,1,2,39.625,45.2857131958008,28.1666660308838,24.6666660308838,63.4000015258789,2,2,1,2,2,2
32594,146,23,909,6,3,7,1,2,32.5,65.0,43.25,38.0,32.5,1,2,1,2,2,2
46002,30,15,146,5,3,11,1,2,44.6800003051758,186.16667175293,120.800003051758,102.599998474121,372.333343505859,2,1,1,3,1,2
12308,49,13,312,5,3,13,1,2,60.3333320617676,60.3333320617676,90.5,90.5,51.7142868041992,1,1,1,2,1,2
27303,95,12,3043,7,2,8,1,2,60.375,69.0,41.8333320617676,38.6666679382324,161.0,2,2,1,2,2,2
43236,62,5,3347,6,2,7,1,2,37.846153259277294,70.2857131958008,63.5,59.5,246.0,2,1,1,2,2,2
23767,32,4,2584,4,3,11,1,1,24.7826080322266,63.3333320617676,19.7999992370605,18.2000007629395,0.0,1,1,1,3,2,1
38434,135,20,1982,5,3,10,1,2,41.5999984741211,118.857139587402,104.25,103.75,11.885714530944801,2,2,1,3,2,1
47150,134,11,3205,7,3,13,1,2,43.4000015258789,72.3333358764648,69.0,75.6666641235352,0.0,1,1,1,2,1,2
21745,142,19,2133,6,3,13,1,2,22.944444656372102,51.625,47.0,56.25,0.0,2,1,2,3,1,1
32960,38,23,3659,6,2,7,1,2,24.0909099578857,99.375,99.0,99.75,0.0,2,2,2,2,1,2
14288,43,17,1189,11,3,13,1,2,43.1333351135254,80.875,78.75,83.0,0.0,1,1,1,3,2,2
21640,83,19,1676,5,2,11,1,2,37.1666679382324,37.1666679382324,18.8333339691162,18.3333339691162,0.0,2,1,1,2,2,2
12364,49,13,695,7,2,11,1,2,74.3333358764648,148.66667175293,106.5,77.6666641235352,0.0,2,1,1,2,2,2
34831,144,18,266,5,2,10,1,2,59.0999984741211,84.42857360839841,34.5555572509766,31.1111106872559,16.4166660308838,2,2,1,2,1,2
15982,44,17,2774,8,2,10,1,2,29.559999465942397,67.1818161010742,37.4000015258789,36.5,24.6333332061768,2,1,1,3,1,1
34775,144,18,2367,4,1,8,1,2,68.4545440673828,94.125,66.5,59.0,150.600006103516,2,2,2,2,1,2
48620,110,11,1479,6,3,13,1,2,47.9500007629395,63.4000015258789,121.5,118.25,191.800003051758,1,1,1,3,2,2
39793,35,20,3458,9,3,11,1,2,48.8333320617676,293.0,138.5,154.5,12.3368425369263,2,2,2,2,1,2
38894,54,20,1222,7,3,10,1,2,44.25,59.0,96.5,80.5,14.1599998474121,2,1,1,2,1,2
4764,1,0,378,6,2,11,1,2,32.5,57.7777786254883,27.100000381469698,24.899999618530302,17.3333339691162,2,1,2,2,2,2
56471,34,21,1914,12,2,13,1,2,70.7272720336914,111.142860412598,134.33332824707,125.0,0.0,2,2,2,2,2,2
48156,12,11,1449,8,2,12,1,2,34.3571434020996,60.125,113.0,127.5,0.0,2,2,1,2,2,2
7636,58,24,1191,5,3,14,1,2,23.7142848968506,23.7142848968506,82.0,84.0,0.0,1,2,1,2,1,2
25957,29,12,732,6,3,11,1,1,39.8571434020996,39.8571434020996,15.777777671814,15.222222328186,0.0,2,2,1,2,2,1
14442,53,17,2153,8,1,12,1,2,30.7142848968506,35.8333320617676,21.3999996185303,21.600000381469698,0.0,2,2,2,2,1,2
49046,128,11,682,10,2,15,1,1,44.8333320617676,100.875,74.0,60.5,0.0,2,2,1,2,1,2
43185,62,5,2591,6,3,8,1,2,45.5,52.0,33.1666679382324,41.25,0.0,1,1,1,2,2,2
57737,79,21,361,20,3,10,1,2,53.5,120.375,241.0,240.5,96.3000030517578,2,0,0,2,2,2
29248,139,22,1186,6,3,12,1,2,29.1052627563477,30.7222213745117,150.5,84.0,110.599998474121,2,2,2,3,2,2
19933,115,14,2809,4,3,11,1,2,18.3333339691162,27.5,15.25,12.25,0.0,0,2,2,2,2,2
2972,17,2,2425,8,2,12,1,2,65.7142868041992,65.7142868041992,34.4285697937012,31.2857151031494,0.0,1,1,1,2,1,2
31113,157,23,738,5,3,8,1,2,39.25,78.5,50.3333320617676,54.3333320617676,157.0,2,0,0,2,1,2
8328,107,24,3597,3,3,8,1,2,31.692308425903303,58.8571434020996,47.45454406738279,49.25,27.466667175293,1,1,1,2,1,2
48946,128,11,1520,7,3,9,1,2,36.285713195800795,56.4444427490234,47.45454406738279,49.25,254.0,2,1,0,2,2,2
58291,13,21,3117,12,0,9,1,2,37.875,75.75,46.7999992370605,44.0999984741211,90.9000015258789,2,1,1,2,2,2
28727,140,22,3068,7,2,7,1,2,42.222221374511705,54.2857131958008,24.0,20.5,12.6666669845581,2,2,1,2,2,2
60222,84,3,2944,9,2,16,1,1,24.0909099578857,37.8571434020996,33.25,33.0,132.5,2,2,2,2,2,2
29165,139,22,3611,7,3,9,1,2,33.7777786254883,304.0,14.3999996185303,16.0,0.0,1,2,1,2,1,2
52632,119,16,2070,4,2,13,1,1,36.2000007629395,45.25,22.625,22.625,36.2000007629395,1,2,1,2,2,2
26386,85,12,3721,3,2,8,1,1,53.1666679382324,45.5714302062988,26.5,26.6666660308838,0.0,2,2,2,2,1,2
42022,117,5,3351,8,2,13,1,2,41.9130439758301,96.4000015258789,233.0,249.0,48.2000007629395,2,2,2,3,2,4
254,56,2,2252,11,2,9,1,2,39.0,58.5,59.3333320617676,57.6666679382324,175.5,2,2,2,2,2,2
8918,126,24,84,8,3,12,1,2,21.6363639831543,29.75,12.777777671814,30.75,119.0,2,1,1,2,2,2
50342,2,10,1745,8,3,13,1,2,32.6666679382324,36.75,26.6666660308838,22.3333339691162,12.7826089859009,1,1,1,2,2,2
29808,27,22,2007,5,2,8,1,2,37.214286804199205,74.42857360839841,59.5999984741211,44.5999984741211,43.4166679382324,2,2,1,2,2,2
32060,137,23,953,8,2,13,1,2,30.6666660308838,46.0,35.0,34.0,0.0,1,1,1,2,1,2
44819,122,15,111,9,1,12,1,2,38.391304016113295,196.222229003906,72.6153869628906,82.1999969482422,0.0,2,2,1,3,2,2
54606,71,16,511,5,3,10,1,2,26.5,30.2857151031494,10.4166669845581,14.5,42.4000015258789,1,1,1,2,1,2
37712,36,7,981,5,1,7,0,2,27.7000007629395,34.625,24.8333339691162,21.3333339691162,0.0,2,0,0,2,2,2
56346,6,21,718,13,2,13,1,1,48.533332824707,104.0,83.4000015258789,62.2000007629395,242.66667175293,2,2,2,2,2,2
37105,8,7,1196,7,3,9,1,2,52.0,47.2727279663086,46.5,60.25,520.0,2,2,2,2,1,2
39899,73,20,2257,6,2,9,1,1,30.8888893127441,46.3333320617676,128.0,150.0,0.0,2,1,1,2,2,2
15337,130,17,161,5,3,7,1,2,48.3571434020996,96.7142868041992,89.875,79.375,67.6999969482422,1,2,1,2,1,2
55468,94,6,1014,8,1,13,1,2,114.857139587402,100.5,96.5,104.5,0.0,2,1,1,2,2,1
13642,4,17,2230,6,3,11,1,2,61.153846740722706,88.3333358764648,29.0714282989502,27.7142848968506,265.0,2,2,2,3,2,1
10606,59,24,2489,8,3,13,1,2,26.3529415130615,64.0,53.75,77.6666641235352,37.3333320617676,2,1,1,3,1,2
29150,139,22,2624,9,3,11,1,2,28.444444656372102,46.54545593261721,30.0,34.0,0.0,2,2,2,2,2,2
26062,29,12,864,6,3,15,1,2,34.8571434020996,30.5,30.0,20.6666660308838,0.0,1,1,1,2,2,2
53351,72,16,1798,5,2,11,1,1,18.6363639831543,25.625,14.1428575515747,17.6666660308838,0.0,2,2,2,3,1,2
4038,40,0,371,10,3,12,1,2,51.8333320617676,51.8333320617676,24.1666660308838,49.25,62.2000007629395,2,2,1,2,1,2
25646,131,12,1356,11,0,13,1,1,24.5,40.8333320617676,30.75,30.5,0.0,2,2,0,2,2,2
52162,3,10,489,4,3,10,1,2,28.095237731933604,45.384616851806605,24.3333339691162,24.8333339691162,49.1666679382324,1,0,1,2,2,2
12145,49,13,1080,9,3,10,1,2,27.538461685180696,65.09091186523439,47.0,42.5,358.0,2,2,2,3,2,2
56978,87,21,2707,6,0,14,1,2,29.9090900421143,54.8333320617676,28.6666660308838,26.1666660308838,0.0,2,2,2,2,2,2
11573,50,13,2627,6,3,11,1,2,41.0,49.2000007629395,19.6666660308838,21.3333339691162,16.3999996185303,2,2,2,2,1,2
36504,75,7,1033,7,2,10,1,2,29.0750007629395,166.14285278320298,88.1428604125977,136.5,290.75,2,2,2,3,2,2
21798,142,19,2361,7,2,7,1,2,18.5625,33.0,82.0,66.5,84.8571395874023,2,1,1,3,2,2
54034,67,16,5,3,2,10,1,2,43.0,50.1666679382324,18.875,18.75,27.3636360168457,1,1,1,2,2,2
50371,2,10,433,8,3,10,1,2,53.45454406738279,65.3333358764648,44.4285697937012,39.57143020629879,0.0,1,1,1,2,2,2
18845,116,14,2849,3,2,7,1,2,35.0,39.375,59.6666679382324,34.0,0.0,2,1,1,2,2,2
5703,112,8,2923,3,3,11,1,2,39.8571434020996,34.875,37.5,25.7999992370605,0.0,1,1,1,2,1,2
56097,6,21,2957,18,2,15,1,2,35.3125,94.1666641235352,47.45454406738279,49.25,113.0,1,1,1,2,2,2
3588,88,0,1944,7,3,7,1,2,23.0,39.42856979370121,32.5,73.0,138.0,2,2,2,2,2,2
31899,155,23,2450,7,2,10,1,2,69.0,86.25,37.25,49.0,0.0,2,2,2,2,2,2
8058,58,24,2538,10,3,8,1,2,78.1818161010742,122.857139587402,44.4000015258789,52.0,57.3333320617676,2,1,1,2,2,2
33179,38,23,2772,8,2,14,1,2,7.230769157409671,94.0,25.0,22.0,6.26666688919067,2,2,1,2,1,2
37323,8,7,1250,8,2,6,1,2,45.0,81.0,47.45454406738279,49.25,20.25,2,1,1,2,2,2
36583,156,7,3476,10,2,15,1,2,43.5714302062988,87.1428604125977,44.1666679382324,57.5,0.0,2,2,2,2,1,2
2383,5,2,279,5,2,9,1,2,27.2999992370605,34.125,25.0,20.5,0.0,2,2,1,2,2,2
10197,92,24,3523,5,3,10,1,1,74.8000030517578,93.5,66.0,35.2000007629395,124.666664123535,2,1,1,2,1,2
32577,146,23,680,5,1,6,1,2,68.2857131958008,68.2857131958008,20.0833339691162,19.75,0.0,2,2,1,2,1,2
23125,33,4,792,3,3,7,1,1,46.8666648864746,87.875,20.7777786254883,20.5625,0.0,2,1,1,2,2,2
31693,155,23,3617,24,2,11,1,2,35.714286804199205,31.25,39.6666679382324,43.6666679382324,50.0,1,1,1,2,1,2
53871,67,16,1671,7,3,8,1,2,46.888889312744105,46.888889312744105,37.1666679382324,33.1666679382324,0.0,2,1,1,2,1,2
23563,106,4,1744,7,3,10,1,2,30.0833339691162,40.111110687255895,20.6666660308838,21.875,7.52083349227905,1,1,1,2,1,0
3261,96,0,2098,5,3,10,1,2,23.600000381469698,59.0,10.461538314819302,31.1428565979004,0.0,1,1,1,2,2,2
5776,112,8,2134,6,3,10,1,2,25.0,33.3333320617676,22.0,28.0,20.0,2,2,1,2,1,2
15065,93,17,2694,13,3,7,1,2,51.764705657959006,125.714286804199,41.2999992370605,33.3571434020996,0.0,2,2,1,3,2,2
14415,53,17,1978,10,3,12,1,2,29.3333339691162,44.0,12.8888893127441,16.4444446563721,0.0,1,1,1,2,2,2
36589,156,7,3476,6,2,14,1,2,43.5714302062988,87.1428604125977,44.1666679382324,57.5,0.0,2,2,2,2,2,2
48385,12,11,29,7,3,7,1,2,34.3333320617676,164.800003051758,135.66667175293,139.0,0.0,1,1,1,2,2,2
10716,59,24,1470,6,3,14,1,2,31.294116973877,66.5,34.625,31.875,53.2000007629395,2,1,1,2,1,2
37297,8,7,1250,8,2,12,1,2,36.0,51.4285697937012,30.6666660308838,25.1428565979004,0.0,2,2,2,2,2,1
8391,107,24,1508,3,3,11,1,2,50.4444427490234,64.8571395874023,38.0,113.0,0.0,1,1,1,2,2,2
37659,36,7,850,8,2,10,1,2,67.6999969482422,135.399993896484,45.125,63.2000007629395,0.0,2,2,1,2,1,2
619,103,2,1228,9,2,9,1,1,82.25,94.0,187.5,94.3333358764648,219.33332824707,1,2,1,2,2,2
28457,140,22,3524,6,2,9,1,1,49.0,63.0,22.899999618530302,21.2000007629395,73.5,1,2,1,2,1,2
17098,64,9,3343,7,2,11,1,2,33.2999992370605,47.5714302062988,65.6666641235352,45.3333320617676,13.3199996948242,1,1,1,2,2,2
41647,7,5,2180,9,2,8,1,2,64.40000152587889,241.5,118.25,123.25,193.199996948242,1,2,1,2,2,2
40003,73,20,50,6,2,10,1,2,54.5999984741211,60.6666679382324,145.5,85.0,546.0,1,2,1,3,2,2
42647,89,5,2649,5,2,10,1,1,42.5833320617676,63.875,70.5,76.3333358764648,0.0,1,1,1,3,1,1
40216,73,20,116,5,2,10,1,2,52.5,52.5,80.0,77.5,0.0,2,0,0,2,2,2
25277,82,12,2686,3,2,7,1,2,77.3333358764648,77.3333358764648,45.5999984741211,47.2000007629395,154.66667175293,2,2,2,2,1,2
52996,158,16,2115,4,3,13,1,1,60.1428565979004,42.0999984741211,13.5714282989502,16.5,84.1999969482422,1,1,0,2,1,2
8856,126,24,1249,7,3,10,1,2,27.055555343627898,54.111110687255895,33.0,55.75,0.0,2,2,2,3,2,2
7617,58,24,1438,9,3,10,1,2,29.5,25.2857151031494,30.6666660308838,28.3333339691162,0.0,2,2,1,2,2,2
56506,34,21,2760,6,2,10,1,2,50.2222213745117,113.0,151.66667175293,149.66667175293,0.0,2,2,2,2,1,0
12986,111,13,3302,5,2,8,1,1,440.0,220.0,41.0,94.0,293.333343505859,1,1,1,2,1,2
12152,49,13,1664,7,3,14,1,2,47.7000007629395,63.4000015258789,114.5,124.0,0.0,1,1,1,2,1,2
59002,21,3,1610,7,2,8,1,2,31.2666664123535,67.0,65.25,52.0,234.5,2,2,0,2,1,2
32855,38,23,1420,7,2,9,1,2,29.470588684082,83.5,79.6666641235352,87.3333358764648,0.0,2,2,1,2,1,2
35770,46,7,3745,5,2,10,1,2,44.875,89.75,56.0,63.6666679382324,17.9500007629395,1,1,2,2,2,2
53563,120,16,2029,5,3,7,1,1,52.4444427490234,52.4444427490234,21.181818008422898,21.727272033691396,0.0,2,1,1,2,2,2
38589,54,20,3731,15,3,15,1,2,52.4444427490234,59.0,53.5999984741211,40.7999992370605,157.33332824707,1,1,0,2,1,2
4334,118,0,963,5,0,7,1,2,55.1428565979004,64.3333358764648,46.6666679382324,82.0,0.0,2,2,2,2,1,2
9184,126,24,2283,7,2,11,1,2,68.0,93.5,37.0999984741211,37.7000007629395,74.8000030517578,2,2,1,2,1,2
59139,21,3,3678,8,1,14,1,2,38.5128211975098,187.75,109.857139587402,104.714286804199,0.0,2,2,1,3,1,1
44520,70,15,744,9,2,13,1,2,51.2142868041992,89.625,128.33332824707,110.666664123535,0.0,2,1,1,2,1,2
58926,21,3,117,5,3,12,1,2,44.5999984741211,89.1999969482422,107.5,115.5,178.399993896484,2,2,2,2,2,2
49798,14,11,2312,5,2,12,1,2,22.0,44.0,26.1666660308838,50.3333320617676,30.7999992370605,2,2,1,2,2,2
33229,38,23,3627,12,3,7,0,2,33.2727279663086,61.0,58.6666679382324,63.3333320617676,0.0,2,2,1,2,2,2
59006,21,3,1610,8,2,13,1,2,31.2666664123535,67.0,65.25,52.0,234.5,2,2,2,2,2,2
53347,72,16,1798,7,3,13,1,1,18.6363639831543,25.625,14.1428575515747,17.6666660308838,0.0,1,1,1,3,2,2
59225,123,3,185,13,2,8,1,2,33.8333320617676,101.5,47.45454406738279,49.25,0.0,2,2,1,2,2,2
26769,80,12,1667,6,3,14,1,2,36.375,64.6666641235352,59.7999992370605,56.5999984741211,58.2000007629395,1,1,1,2,1,2
56713,34,21,2701,10,2,10,1,1,29.8666667938232,44.7999992370605,83.0,66.3333358764648,12.1081085205078,1,1,1,2,1,2
46835,149,11,3544,9,2,11,1,2,52.7000007629395,58.5555572509766,26.555555343627898,41.1428565979004,0.0,2,2,1,2,1,2
8121,107,24,1908,7,3,15,1,2,33.692306518554695,62.5714302062988,117.0,102.0,87.5999984741211,2,1,1,2,1,2
48184,12,11,2788,9,3,9,1,1,42.5,72.8571395874023,51.0,51.0,0.0,1,2,1,2,2,2
15786,44,17,3293,6,3,8,1,2,23.615385055542003,43.8571434020996,26.8333339691162,36.5,0.0,2,2,1,3,1,2
30493,125,23,843,17,3,14,1,2,37.5999984741211,62.6666679382324,30.3333339691162,32.3333320617676,0.0,2,2,2,2,2,2
45520,133,15,3168,10,2,10,1,2,45.8666648864746,98.2857131958008,67.0,70.5999984741211,0.0,2,2,1,2,1,2
50723,23,10,391,5,3,10,1,2,25.2222213745117,48.6428565979004,28.5,28.25,340.5,2,2,1,3,1,4
1954,19,2,3755,6,3,8,1,2,54.0833320617676,72.1111145019531,91.0,71.25,54.0833320617676,2,2,2,2,1,2
13311,20,13,811,4,3,8,1,2,29.444444656372102,53.0,47.3333320617676,41.0,7.79411745071411,2,2,1,2,2,2
35353,41,7,488,9,2,10,1,2,77.625,88.7142868041992,64.75,90.5,124.199996948242,2,2,2,2,2,2
15414,130,17,3635,7,3,7,1,2,60.0625,147.84616088867202,136.875,103.375,128.13333129882798,2,1,1,2,1,2
18506,63,9,1181,5,3,8,1,2,21.444444656372102,24.125,11.75,12.375,38.5999984741211,1,1,1,3,2,2
575,103,2,2089,4,2,11,0,2,70.3333358764648,633.0,36.4000015258789,53.7999992370605,211.0,2,1,1,2,2,2
20742,152,19,2866,4,3,16,0,2,54.75,36.5,56.5,53.0,0.0,1,1,1,2,1,2
28620,140,22,537,6,2,13,1,2,41.5,51.875,55.0,48.75,207.5,2,2,2,2,1,2
19145,77,14,2466,4,2,14,1,2,30.2999992370605,50.5,57.6666679382324,43.3333320617676,0.0,2,2,2,2,1,2
25457,61,12,3656,5,3,10,1,2,31.0,31.0,14.5,16.5,0.0,2,0,0,2,2,2
44026,70,15,1690,6,2,13,1,2,73.0,104.285713195801,65.1666641235352,56.5,365.0,2,2,2,2,1,2
53904,67,16,3673,3,2,9,1,2,45.7142868041992,53.3333320617676,27.8333339691162,25.5,0.0,1,1,1,2,2,0
18243,129,9,302,3,3,10,1,2,34.9166679382324,59.8571434020996,25.6666660308838,20.8888893127441,0.0,2,2,2,2,2,2
21341,83,19,2545,5,3,10,1,2,26.533332824707,49.75,34.1666679382324,32.1666679382324,19.8999996185303,1,1,1,2,2,2
27865,31,22,2496,5,3,14,1,1,107.5,61.4285697937012,42.0,55.0,2.0,2,2,1,2,2,2
1747,19,2,3723,4,3,9,1,2,42.7727279663086,67.2142868041992,59.125,58.5,31.3666667938232,1,1,1,2,2,2
54113,67,16,2088,7,2,10,1,2,32.875,37.57143020629879,34.0,31.75,263.0,1,1,1,2,1,2
21097,143,19,2141,4,3,11,1,1,37.1666679382324,55.75,42.4000015258789,46.7999992370605,0.0,2,2,2,2,1,1
38557,54,20,86,9,3,10,1,2,44.8666648864746,74.7777786254883,86.5,81.75,0.0,1,1,2,2,2,2
58842,21,3,1701,18,3,14,1,2,40.115383148193395,149.0,83.8333358764648,90.0,0.0,1,1,1,2,1,2
29836,27,22,2759,7,2,12,1,2,45.818180084228494,72.0,33.5,29.5,0.0,2,2,1,2,2,2
19710,115,14,2932,5,2,8,1,2,26.899999618530302,67.25,34.5,32.75,0.0,2,2,1,2,1,2
41024,10,5,842,7,2,10,1,2,39.7999992370605,56.8571434020996,34.0,32.3333320617676,132.66667175293,2,2,1,2,1,2
22543,124,19,1659,8,2,12,1,0,46.9000015258789,63.4000015258789,23.8888893127441,28.2222213745117,46.9000015258789,1,1,1,2,2,2
5510,112,8,1201,5,3,14,1,2,35.0,56.0,33.5,36.5,280.0,2,2,2,2,2,2
39881,73,20,2257,7,2,7,1,1,30.8888893127441,46.3333320617676,128.0,150.0,0.0,2,2,2,2,1,2
34034,145,18,2909,11,2,14,1,2,25.380952835082997,66.625,284.0,249.0,0.0,1,2,0,3,2,1
34786,144,18,2016,7,2,16,1,2,47.6666679382324,119.166664123535,41.777778625488295,37.6666679382324,143.0,1,2,1,2,1,2
837,103,2,1675,8,3,8,1,2,37.0,95.1428604125977,58.1666679382324,52.8333320617676,28.956521987915,1,2,1,2,1,1
8248,107,24,2564,6,3,14,1,2,68.59999847412111,98.0,105.5,66.0,22.8666667938232,1,2,1,2,1,2
54682,101,6,2714,8,3,9,1,1,75.07142639160159,210.199996948242,166.0,184.33332824707,52.5499992370605,2,2,1,2,1,2
49163,128,11,3266,9,2,9,1,2,41.5,59.2857131958008,41.0,42.0,0.0,2,2,2,2,2,2
2581,17,2,3511,8,3,15,1,2,49.5,59.4000015258789,60.5999984741211,48.5,39.5999984741211,2,2,1,2,1,2
59680,123,3,809,9,2,7,1,2,39.5999984741211,49.5,71.3333358764648,91.0,56.5714302062988,1,2,1,2,2,2
15757,69,17,2898,5,3,10,1,2,27.4285717010498,54.8571434020996,26.25,58.0,25.600000381469698,2,2,2,2,1,2
50948,86,10,3581,5,3,7,1,2,27.181818008422898,42.714286804199205,19.625,17.75,0.0,1,1,1,2,1,2
30580,125,23,1614,7,2,7,1,2,45.615383148193395,98.8333358764648,100.666664123535,97.0,0.0,2,2,1,2,2,2
38405,135,20,2934,4,3,12,1,1,57.2857131958008,66.8333358764648,34.0,32.8333320617676,80.1999969482422,2,2,1,3,1,1
35952,46,7,65,13,2,13,1,2,28.4285717010498,74.625,71.3333358764648,127.666664123535,0.0,1,1,1,2,2,2
16760,51,9,1349,5,3,8,1,2,19.285715103149396,27.0,72.0,63.0,0.0,2,2,2,2,2,2
5765,112,8,2134,6,3,10,1,2,28.5714282989502,33.3333320617676,22.0,28.0,20.0,1,1,1,2,1,2
6535,22,8,3326,5,0,12,1,2,31.615385055542003,51.375,34.3333320617676,34.1666679382324,27.399999618530302,1,1,1,2,2,2
41197,108,5,60,15,2,12,1,2,41.1666679382324,61.75,47.45454406738279,49.25,247.0,1,1,1,2,1,2
60118,84,3,2139,8,3,8,1,2,63.5999984741211,106.0,64.40000152587889,62.7999992370605,212.0,2,2,2,2,2,2
16009,44,17,1432,5,3,12,1,2,36.5555572509766,101.230766296387,133.600006103516,129.600006103516,0.0,2,2,2,3,2,2
16043,44,17,968,7,3,12,1,2,42.2999992370605,94.0,84.5999984741211,84.5999984741211,846.0,2,1,1,3,2,1
53302,72,16,3063,6,2,13,1,1,30.6666660308838,30.6666660308838,14.1666669845581,16.5,92.0,2,2,2,2,1,2
19258,77,14,2299,4,1,10,1,2,34.636363983154304,54.4285697937012,19.2999992370605,18.7999992370605,0.0,2,1,1,2,1,2
58815,21,3,1701,18,2,10,1,2,42.033332824706996,140.11111450195298,125.599998474121,126.599998474121,114.63636016845699,2,2,1,2,1,2
57087,87,21,1328,8,2,7,1,2,45.9473686218262,124.714286804199,145.66667175293,145.33332824707,12.295774459838901,1,2,1,2,2,2
49562,14,11,1521,14,3,8,1,2,25.3333339691162,50.6666679382324,37.25,38.75,76.0,1,1,1,2,1,3
52058,3,10,475,7,3,10,1,2,34.4000015258789,86.0,66.5714263916016,78.8000030517578,86.0,2,2,0,3,2,2
25807,131,12,3486,7,3,13,1,1,21.0833339691162,31.625,20.8333339691162,32.0,50.5999984741211,2,2,1,2,1,2
22294,114,19,1637,7,3,9,1,2,38.0999984741211,381.0,47.25,48.0,76.1999969482422,1,1,1,2,1,2
39546,35,20,2978,7,3,9,1,2,47.5999984741211,52.888889312744105,117.5,120.5,476.0,2,2,2,2,1,2
23560,106,4,1744,4,2,6,1,2,30.0833339691162,40.111110687255895,20.6666660308838,21.875,7.52083349227905,1,1,1,2,2,2
37278,8,7,3355,9,2,10,1,2,52.888889312744105,95.1999969482422,25.399999618530302,44.4000015258789,95.1999969482422,2,2,2,2,1,2
29740,27,22,2237,7,2,10,1,2,33.615383148193395,54.625,17.6666660308838,18.75,43.7000007629395,1,1,1,2,1,2
36108,46,7,1410,7,2,9,1,2,64.6666641235352,83.1428604125977,51.5,45.5,16.6285705566406,2,2,2,2,2,2
9736,47,24,1179,9,2,11,1,2,45.9500007629395,83.5454559326172,51.75,63.125,91.9000015258789,1,2,1,2,1,2
34939,45,7,66,7,2,11,1,2,24.5,42.0,21.285715103149396,20.714284896850604,294.0,2,2,2,2,2,2
24240,48,4,1981,5,3,11,1,1,34.111110687255895,43.8571434020996,26.1666660308838,25.0,0.0,2,2,1,2,2,2
23597,106,4,636,6,3,14,1,2,35.3333320617676,58.888889312744105,17.3125,15.8125,530.0,2,1,1,2,2,2
53530,120,16,659,6,2,12,1,2,50.5,50.5,24.1666660308838,26.3333339691162,30.2999992370605,2,2,2,2,2,2
33249,37,18,1020,9,2,6,1,2,51.538459777832,95.7142868041992,53.125,35.0,0.0,1,1,1,2,1,2
42728,89,5,1137,6,3,12,1,2,32.4285697937012,37.8333320617676,22.7999992370605,22.600000381469698,0.0,1,2,1,2,2,2
31942,155,23,762,5,2,16,1,1,68.2222213745117,87.7142868041992,101.666664123535,103.0,30.7000007629395,2,2,1,2,2,2
29298,139,22,2741,7,2,12,1,1,63.0,50.4000015258789,32.0,21.600000381469698,7.199999809265139,2,2,2,2,1,2
26101,29,12,166,4,3,14,1,2,34.0,24.2857151031494,10.375,43.5,34.0,2,2,2,2,2,2
55369,102,6,793,20,2,7,1,2,39.111110687255895,118.75,53.75,65.0,0.0,1,1,1,2,1,2
35862,46,7,2710,13,1,12,1,2,39.4545440673828,62.0,29.5,24.75,108.5,1,1,1,2,1,1
