,id_districtname,id_regionname,villmtaaname,hh_size,mealsperday,Student_age,Dropout,SchoolhasGirlsroom,PTR,PCR,GPLR,BPLR,PTMR,Student_readbookwithparent,Parentteacherdiscussion,ParentCheckChildbook,EA_area,Studentsex,Income__source
32851,38,23,1420,13,2,6,1,2,29.470588684082,83.5,79.6666641235352,87.3333358764648,0.0,1,1,1,2,1,2
61149,16,3,1954,6,3,14,1,2,48.3684196472168,114.875,242.0,217.5,229.75,1,1,1,3,2,2
40629,39,5,229,4,2,13,1,2,26.899999618530302,48.9090919494629,46.6666679382324,51.5999984741211,89.6666641235352,2,1,1,2,2,2
34887,144,18,2464,8,2,12,1,2,25.9230766296387,56.1666679382324,49.25,70.0,67.40000152587889,2,2,0,3,1,2
34683,144,18,3630,8,2,15,1,2,60.7999992370605,76.0,54.0,47.3333320617676,60.7999992370605,1,1,1,2,1,2
56701,34,21,2701,3,3,8,1,1,29.8666667938232,44.7999992370605,83.0,66.3333358764648,12.1081085205078,1,2,1,2,2,2
34793,144,18,2016,5,2,9,1,2,47.6666679382324,119.166664123535,41.777778625488295,37.6666679382324,143.0,2,1,1,2,2,2
43644,153,15,215,8,2,6,1,1,37.529411315918004,53.1666679382324,34.0,36.888889312744105,63.7999992370605,2,2,2,2,2,2
5859,112,8,473,5,2,14,1,1,78.1999969482422,65.1666641235352,36.5999984741211,41.5999984741211,391.0,1,1,1,2,1,1
46338,90,15,3150,11,3,10,1,2,45.4000015258789,64.8571395874023,119.0,108.0,90.8000030517578,2,2,2,2,1,2
59250,123,3,551,11,3,7,1,2,45.0,142.5,78.5999984741211,92.4000015258789,0.0,2,2,2,2,1,2
26413,85,12,812,5,3,8,1,2,30.2857151031494,70.6666641235352,53.5,52.5,127.199996948242,1,2,1,2,2,2
4204,40,0,3324,5,3,7,1,2,20.0,43.3333320617676,120.0,140.0,0.0,2,2,2,2,1,2
47860,109,11,101,7,2,10,1,2,33.3333320617676,100.0,64.6666641235352,68.6666641235352,133.33332824707,2,1,1,2,2,2
7116,68,24,72,2,3,13,1,2,33.6875,59.888889312744105,35.25,28.555555343627898,0.0,2,2,2,2,2,2
25271,82,12,2686,5,3,9,1,2,77.3333358764648,77.3333358764648,45.5999984741211,47.2000007629395,154.66667175293,1,2,2,2,1,2
24971,18,12,3424,5,3,14,1,1,57.1333351135254,95.2222213745117,76.3333358764648,99.75,12.070422172546401,2,2,1,2,1,2
22947,33,4,794,5,3,13,1,2,32.4444427490234,41.714286804199205,30.600000381469698,27.7999992370605,0.0,2,2,1,2,2,0
42512,9,5,3125,5,3,7,1,2,38.9259262084961,50.0476188659668,85.6666641235352,134.25,175.16667175293,1,1,1,3,1,2
41663,7,5,2180,9,2,11,1,2,64.40000152587889,241.5,118.25,123.25,193.199996948242,1,2,1,2,2,1
11706,97,13,3217,7,2,8,1,2,57.111110687255895,73.42857360839841,69.0,59.5,0.0,2,2,1,2,1,2
36426,75,7,913,6,3,14,1,2,42.0740737915039,71.0,72.75,34.625,284.0,1,1,1,3,1,2
5662,112,8,1310,5,3,9,1,2,52.2000007629395,63.4000015258789,27.7142848968506,46.8571434020996,17.3999996185303,2,2,1,2,1,2
14861,93,17,2572,4,3,11,1,2,22.75,15.1666669845581,15.0,15.3333330154419,0.0,2,1,1,2,2,2
54135,67,16,2088,5,2,9,1,2,32.875,37.57143020629879,34.0,31.75,263.0,2,2,1,2,1,1
51733,55,10,2899,4,3,8,1,1,58.5,83.57142639160159,30.5,23.3333339691162,292.5,2,1,1,2,2,2
36522,156,7,912,10,2,10,1,2,596.0,99.3333358764648,49.1666679382324,50.1666679382324,74.5,2,2,2,2,2,2
44502,70,15,744,7,2,15,1,2,51.2142868041992,89.625,128.33332824707,110.666664123535,0.0,2,2,2,2,1,2
5446,127,8,1171,6,2,9,1,2,29.7142848968506,52.0,17.25,17.4166660308838,20.7999992370605,1,1,1,2,1,1
39338,141,20,85,14,3,14,1,2,33.4117660522461,63.111110687255895,61.4000015258789,52.2000007629395,0.0,2,2,2,2,1,2
42528,9,5,936,5,3,10,1,2,38.5999984741211,48.25,49.75,46.75,55.1428565979004,1,1,1,3,1,1
16186,52,1,3496,5,3,9,1,2,17.0,43.7142868041992,27.3333339691162,23.6666660308838,61.2000007629395,1,1,1,3,2,2
21595,83,19,1627,3,2,12,1,2,38.9090919494629,47.5555572509766,29.625,23.875,47.5555572509766,1,1,1,2,1,2
3427,88,0,2234,7,3,13,1,2,49.5999984741211,31.0,22.6666660308838,18.6666660308838,0.0,1,1,1,2,1,2
12930,111,13,2150,3,2,10,1,1,18.8666667938232,40.42856979370121,28.7999992370605,34.75,56.5999984741211,1,1,1,2,2,2
31706,155,23,899,10,2,12,1,2,46.7777786254883,84.1999969482422,107.75,102.75,280.666656494141,1,2,1,2,1,2
46066,30,15,3156,13,3,16,1,2,39.111110687255895,234.66667175293,72.4000015258789,68.40000152587889,234.66667175293,1,1,1,3,2,1
48127,12,11,2191,12,2,12,1,2,0.0,0.0,0.0,0.0,0.0,1,1,1,2,2,2
44805,122,15,111,6,2,7,1,2,38.391304016113295,196.222229003906,72.6153869628906,82.1999969482422,0.0,1,2,1,3,1,2
46699,90,15,519,5,2,7,1,2,55.6666679382324,47.7142868041992,44.25,39.25,23.8571434020996,1,1,1,2,1,2
3323,96,0,1560,6,3,7,1,2,26.1428565979004,26.1428565979004,32.6666679382324,28.3333339691162,3.8125,1,1,1,2,2,2
22561,124,19,2065,7,2,6,1,2,26.0,34.6666679382324,33.6666679382324,35.6666679382324,104.0,1,1,1,2,2,2
40744,10,5,1017,4,2,12,1,1,43.0833320617676,64.625,44.8333320617676,41.3333320617676,0.0,2,2,1,2,1,2
45907,133,15,3193,11,2,16,1,2,67.636360168457,106.285713195801,374.0,370.0,0.0,2,0,2,2,2,2
31811,155,23,898,10,1,11,1,2,68.0,68.0,55.5,46.5,204.0,2,2,1,2,1,2
37551,36,7,1007,5,2,10,0,2,64.75,74.0,87.6666641235352,85.0,0.0,2,2,2,2,2,2
7517,68,24,2019,4,3,7,1,2,29.2000007629395,58.4000015258789,28.8333339691162,19.8333339691162,146.0,1,1,1,2,1,2
38026,42,7,1448,4,3,9,1,0,6.5,42.25,17.5,19.7999992370605,28.1666660308838,2,2,1,3,1,2
59526,123,3,138,8,3,7,1,2,43.4285697937012,101.333335876465,54.8333320617676,46.5,304.0,1,2,1,2,1,2
31170,157,23,1036,8,3,11,1,2,21.615385055542003,40.1428565979004,53.0,87.5,56.2000007629395,2,2,2,2,2,2
55706,94,6,1832,2,3,8,1,2,83.75,167.5,83.0,84.5,22.3333339691162,2,1,2,2,2,2
55531,94,6,2147,5,3,8,1,2,38.42856979370121,538.0,81.0,98.3333358764648,134.5,1,1,1,2,2,2
6976,136,8,2427,6,2,9,1,2,34.75,39.714286804199205,20.5714282989502,22.3333339691162,0.0,2,2,1,2,2,1
24811,18,12,236,10,3,9,1,2,33.8666648864746,56.4444427490234,42.0,42.6666679382324,25.399999618530302,2,2,1,2,1,2
32127,137,23,982,8,2,9,1,2,54.0,63.0,38.5999984741211,37.0,94.5,2,0,0,2,1,2
24467,74,4,251,5,3,9,1,2,29.4782600402832,39.882354736328104,27.9166660308838,57.1666679382324,226.0,1,1,1,3,2,2
5715,112,8,1312,3,3,8,1,2,28.75,63.4000015258789,16.0,16.75,38.3333320617676,2,2,2,2,2,2
51008,86,10,3732,4,0,10,1,2,30.5,61.0,30.5714282989502,30.4285717010498,0.0,1,1,1,2,1,2
52665,119,16,2562,5,3,8,1,1,49.230770111084006,71.1111145019531,21.25,64.1666641235352,0.0,1,1,2,2,2,2
34177,121,18,1289,8,2,12,1,2,31.375,71.7142868041992,70.25,55.25,0.0,2,2,1,2,2,2
55128,102,6,929,6,3,11,1,2,78.9000015258789,157.800003051758,427.0,362.0,39.4500007629395,1,1,1,2,1,0
49617,14,11,2746,7,2,8,1,2,56.0999984741211,70.125,51.7999992370605,60.4000015258789,0.0,0,0,0,2,1,2
32035,137,23,2541,9,3,11,1,2,58.0909080505371,91.2857131958008,40.25,39.625,0.0,1,1,1,2,2,2
49953,2,10,1943,6,3,11,1,2,37.4545440673828,58.8571434020996,31.8571434020996,23.625,0.0,2,2,1,2,2,2
30292,91,22,590,7,3,9,1,2,21.1875,42.375,38.25,46.5,33.9000015258789,1,2,1,3,2,2
14393,53,17,2153,4,2,11,1,2,32.0,37.3333320617676,21.7999992370605,23.0,0.0,2,2,1,2,2,2
1128,57,2,2517,7,1,13,1,2,54.4000015258789,136.0,47.45454406738279,49.25,0.0,2,2,1,2,2,2
15485,130,17,3643,6,2,11,1,2,44.1333351135254,82.75,41.75,41.0,0.0,2,1,1,2,2,1
723,103,2,2388,6,2,12,1,2,74.75,74.75,53.5,69.25,85.42857360839841,1,2,2,2,1,1
41394,108,5,106,13,2,15,1,1,47.2000007629395,78.6666641235352,61.5,56.5,118.0,2,1,0,2,1,2
59723,123,3,3188,10,2,8,1,2,36.285713195800795,63.5,25.2999992370605,31.875,33.8666648864746,2,2,2,2,1,2
12307,49,13,312,6,3,7,1,2,60.3333320617676,60.3333320617676,90.5,90.5,51.7142868041992,2,2,2,2,1,2
3963,40,0,1069,6,3,10,1,1,37.5454559326172,59.0,27.875,19.0,82.5999984741211,2,2,2,2,1,2
54798,101,6,1826,6,2,14,1,2,15.1071424484253,52.875,53.5,52.25,14.5862064361572,2,2,1,3,2,0
28929,76,22,690,6,3,8,1,2,41.230770111084,89.3333358764648,46.3333320617676,43.0,0.0,2,2,1,2,2,2
44295,70,15,87,10,3,10,1,2,51.111110687255895,230.0,61.5,53.5,15.3333330154419,2,1,1,2,1,2
13578,20,13,256,6,2,6,1,2,19.25,38.5,28.3333339691162,23.0,0.0,2,2,2,2,1,2
55272,102,6,841,5,2,7,1,2,72.0,126.0,47.45454406738279,49.25,100.800003051758,2,1,1,2,2,2
21268,83,19,3094,6,2,9,1,2,62.2857131958008,72.6666641235352,76.0,69.3333358764648,7.147541046142581,1,1,1,2,1,2
36086,46,7,915,5,1,11,0,2,43.1333351135254,92.4285736083984,105.666664123535,110.0,0.0,2,1,1,2,1,1
11374,50,13,373,12,3,7,1,1,41.290321350097706,116.36363983154301,32.8499984741211,31.149999618530302,64.0,1,1,1,3,1,2
39254,141,20,2956,4,3,14,1,2,39.625,45.2857131958008,28.1666660308838,24.6666660308838,63.4000015258789,2,2,2,2,2,2
4163,40,0,1205,9,3,7,1,2,37.0625,45.615383148193395,47.6666679382324,51.1666679382324,6.66292142868042,2,1,1,2,1,2
56877,34,21,1539,10,2,8,1,2,37.111110687255895,41.75,58.0,53.3333320617676,0.0,2,0,0,2,2,2
12732,154,13,2215,6,2,9,1,2,45.2777786254883,116.428573608398,97.0,106.75,0.0,1,1,2,2,2,2
42632,89,5,228,6,2,16,1,2,35.9090919494629,56.4285697937012,33.6666679382324,24.125,131.66667175293,1,1,1,2,1,2
3953,40,0,1069,7,3,10,1,1,37.5454559326172,59.0,27.875,19.0,82.5999984741211,2,2,2,2,2,2
1501,15,2,2663,8,2,14,1,2,34.235294342041,145.5,116.333335876465,77.6666641235352,24.25,2,2,1,2,1,2
56108,6,21,1185,7,3,13,1,2,50.388889312744105,113.375,80.1666641235352,71.0,90.6999969482422,2,2,2,2,2,2
17278,64,9,1283,6,3,7,1,2,58.25,58.25,56.5,40.0,77.6666641235352,1,2,1,2,1,2
31162,157,23,883,8,3,13,1,2,25.0,50.0,19.5,24.0,100.0,2,1,1,2,2,2
10414,92,24,2948,3,3,9,1,2,47.1428565979004,82.5,52.3333320617676,57.6666679382324,33.0,2,1,1,2,2,2
32874,38,23,3453,9,2,10,1,2,33.3333320617676,100.0,32.0,34.6666679382324,0.0,2,2,2,2,2,2
58486,13,21,2341,11,3,8,1,2,39.3125,104.833335876465,54.0,50.8333320617676,62.9000015258789,2,1,1,2,2,2
28403,140,22,756,3,3,7,1,1,38.285713195800795,67.0,56.7999992370605,50.4000015258789,14.8888893127441,1,0,1,2,1,2
23731,32,4,3001,6,3,16,1,1,32.370368957519496,62.4285697937012,23.631578445434602,30.3571434020996,17.479999542236303,2,1,1,3,2,2
55806,6,21,622,17,3,7,1,2,54.0714302062988,94.625,186.0,192.5,0.0,2,2,2,2,1,2
60132,84,3,3466,18,2,9,1,2,43.9117660522461,298.600006103516,268.333343505859,229.33332824707,19.141025543212898,1,2,1,2,1,2
1290,57,2,2990,9,3,12,1,2,42.375,48.4285697937012,46.25,38.5,169.5,2,2,1,2,1,2
55373,102,6,793,7,3,12,1,2,39.111110687255895,118.75,53.75,65.0,0.0,2,1,1,2,1,2
44625,122,15,576,6,3,8,1,2,30.470588684082,74.0,27.100000381469698,24.7000007629395,74.0,1,1,1,3,1,2
24599,74,4,3642,4,3,10,1,2,29.2999992370605,78.1333312988281,40.7999992370605,37.3333320617676,117.199996948242,1,1,1,3,1,2
47490,134,11,3175,9,2,8,1,0,35.5,62.125,49.2000007629395,50.2000007629395,0.0,2,1,1,2,2,2
35044,45,7,3218,5,2,14,1,2,76.0,57.0,47.45454406738279,49.25,38.0,1,1,0,2,1,2
57280,87,21,627,8,3,9,1,2,38.2999992370605,54.7142868041992,31.5,32.3333320617676,0.0,2,2,2,2,2,2
41170,108,5,153,6,2,13,1,2,28.692308425903303,63.4000015258789,47.75,60.6666679382324,0.0,1,1,1,2,1,2
225,56,2,17,4,3,13,1,2,51.5,68.6666641235352,68.6666641235352,68.6666641235352,412.0,2,1,2,2,1,2
12311,49,13,312,5,3,12,1,2,60.3333320617676,60.3333320617676,90.5,90.5,51.7142868041992,1,1,1,2,1,2
2822,17,2,597,5,2,12,1,2,73.5,84.0,47.45454406738279,49.25,29.399999618530302,2,2,1,2,1,2
24929,18,12,448,7,3,12,1,2,32.875,65.75,62.5,69.0,13.1499996185303,1,1,1,2,2,2
37554,36,7,1007,7,2,8,1,2,64.75,74.0,87.6666641235352,85.0,0.0,2,2,2,2,2,2
10579,59,24,1378,6,3,11,1,2,14.1999998092651,63.4000015258789,15.6000003814697,12.8000001907349,0.0,1,1,1,2,1,2
29087,139,22,2950,4,3,9,1,1,34.370368957519496,51.5555572509766,25.5789470672607,23.263158798217802,92.8000030517578,2,2,1,3,1,2
5226,66,0,933,3,2,9,1,2,36.785713195800795,63.4000015258789,47.45454406738279,49.25,42.9166679382324,2,1,1,2,1,2
39910,73,20,1183,5,3,9,1,2,58.8333320617676,63.4000015258789,93.0,83.5,0.0,2,2,2,3,2,2
10204,92,24,3523,4,2,15,1,1,74.8000030517578,93.5,66.0,35.2000007629395,124.666664123535,2,2,2,2,2,3
8685,148,24,1105,12,3,13,1,1,28.239999771118196,88.25,38.111110687255895,121.0,0.0,2,1,1,2,1,3
9783,47,24,1219,6,3,12,1,2,62.5,142.85714721679702,128.0,122.0,0.0,2,2,1,2,1,2
55568,94,6,2069,9,3,12,1,2,29.100000381469698,72.75,100.333335876465,93.6666641235352,0.0,2,2,1,2,2,2
35189,45,7,1445,8,2,9,1,2,65.8181838989258,90.5,103.666664123535,137.66667175293,241.33332824707,2,2,2,2,2,2
51045,86,10,3587,9,0,11,1,2,22.5,30.0,23.5,21.5,0.0,2,2,1,2,1,2
12139,49,13,534,6,3,14,1,2,62.7777786254883,70.625,92.25,49.0,113.0,1,1,1,2,2,2
40343,39,5,1044,6,2,12,1,2,19.157894134521502,72.8000030517578,31.25,25.2142848968506,0.0,1,1,1,3,1,1
27639,151,12,3500,7,3,8,1,2,90.9411773681641,171.777770996094,192.5,194.0,0.0,1,1,1,3,2,2
40146,73,20,1824,7,3,9,1,2,37.1219520568848,169.11111450195298,194.5,186.0,50.733333587646506,2,2,1,2,2,2
51711,55,10,3298,16,3,9,1,2,23.125,46.25,20.3999996185303,16.6000003814697,0.0,1,1,1,2,2,2
35177,45,7,869,11,0,7,1,2,74.1818161010742,136.0,81.8000030517578,81.4000015258789,0.0,2,2,2,2,1,2
10581,59,24,1378,6,3,12,1,2,14.1999998092651,63.4000015258789,15.6000003814697,12.8000001907349,0.0,1,2,2,2,2,2
5724,112,8,1377,2,2,8,1,2,39.57143020629879,46.1666679382324,33.5,35.75,0.0,2,1,1,3,2,2
5090,66,0,402,7,3,15,1,2,21.6428565979004,63.4000015258789,140.0,163.0,33.6666679382324,1,1,1,2,1,2
61210,16,3,1612,10,2,9,1,2,30.399999618530302,65.1428604125977,47.45454406738279,49.25,2.27999997138977,2,1,1,2,1,0
57039,87,21,2680,10,2,7,1,1,33.25,76.0,87.6666641235352,44.8333320617676,0.0,2,2,2,2,1,2
4410,118,0,3276,8,3,15,1,2,31.2666664123535,39.0833320617676,19.2727279663086,19.769229888915998,3.04545450210571,1,1,1,2,1,1
5301,127,8,524,6,3,7,1,1,24.375,48.75,11.3888893127441,13.2142858505249,39.0,2,1,1,2,1,2
8073,58,24,1856,3,3,7,1,2,33.4000015258789,47.7142868041992,22.0,19.75,33.4000015258789,1,1,1,2,2,2
47054,149,11,82,9,3,16,1,2,47.0999984741211,67.2857131958008,28.375,40.6666679382324,22.4285717010498,1,1,1,2,2,2
11167,25,24,1428,11,3,10,1,2,25.9545459747314,81.57142639160159,41.8571434020996,39.714286804199205,57.0999984741211,2,2,1,3,2,1
17441,113,9,2087,7,3,11,1,2,53.875,71.8333358764648,33.6666679382324,38.1666679382324,107.75,2,2,1,2,1,2
35910,46,7,2040,11,2,10,1,2,40.8333320617676,17.5,65.0,57.5,0.0,1,2,1,2,1,2
45399,60,15,533,8,2,7,1,2,43.4444427490234,55.8571434020996,97.0,49.25,48.875,2,2,2,2,2,2
8182,107,24,400,6,3,12,1,2,27.3636360168457,37.625,70.0,53.6666679382324,0.0,2,2,2,2,1,2
40560,39,5,3122,8,3,7,1,2,43.875,58.5,32.6666679382324,38.75,0.0,2,1,1,2,1,2
34672,144,18,3630,11,2,10,1,2,60.7999992370605,76.0,54.0,47.3333320617676,60.7999992370605,1,1,1,2,2,2
17119,64,9,2560,8,3,12,1,2,33.625,53.7999992370605,47.45454406738279,49.25,134.5,2,1,2,2,1,2
56820,34,21,2673,13,2,10,1,2,24.9599990844727,62.4000015258789,47.45454406738279,49.25,0.0,2,2,2,2,2,2
4040,40,0,371,9,3,10,1,2,51.8333320617676,51.8333320617676,24.1666660308838,49.25,62.2000007629395,1,1,1,2,2,2
50358,2,10,433,5,3,13,1,2,53.45454406738279,65.3333358764648,44.4285697937012,39.57143020629879,0.0,1,1,2,2,1,2
33547,37,18,2997,10,2,11,1,2,42.0,56.0,22.0,26.0,336.0,2,2,1,2,1,2
5803,112,8,1543,4,3,13,1,2,26.0,41.5999984741211,27.0,25.0,0.0,1,1,1,2,2,2
16402,150,1,1409,3,3,15,1,2,36.277778625488295,93.2857131958008,89.5,73.75,21.7666664123535,2,2,1,3,1,2
39574,35,20,2739,8,1,11,1,2,78.5,78.5,35.0,43.5,31.399999618530302,2,2,2,2,2,2
3841,0,0,3270,6,2,12,1,2,37.436363220214794,85.7916641235352,91.4545440673828,95.7272720336914,0.0,1,1,1,3,2,2
25694,131,12,1672,4,2,9,1,2,40.5,60.75,41.6666679382324,39.3333320617676,48.5999984741211,2,2,2,2,1,2
56441,34,21,628,10,3,13,0,2,24.3333339691162,85.1666641235352,70.0,57.75,0.0,2,2,2,2,2,2
41889,7,5,3165,11,2,11,1,2,17.0,34.0,34.0,34.0,54.4000015258789,2,2,2,2,2,2
49635,14,11,2746,17,2,11,1,2,56.0999984741211,70.125,51.7999992370605,60.4000015258789,0.0,0,0,0,2,1,2
37487,36,7,459,3,2,13,1,1,47.875,54.7142868041992,39.7999992370605,36.7999992370605,76.5999984741211,2,0,0,2,2,2
36854,156,7,1056,11,1,12,1,2,25.3333339691162,42.222221374511705,46.75,48.25,76.0,2,2,1,2,1,2
30404,125,23,3656,5,3,14,1,2,24.5714282989502,86.0,83.1999969482422,88.8000030517578,286.666656494141,1,1,1,3,2,3
15872,44,17,2598,6,2,12,1,2,21.5833339691162,74.0,65.25,32.125,0.0,2,1,2,3,2,2
1473,15,2,2651,8,2,12,1,2,25.75,51.5,30.75,41.5,58.8571434020996,2,2,2,2,1,2
42180,117,5,522,8,2,13,1,1,31.899999618530302,45.5714302062988,16.7000007629395,15.1999998092651,63.7999992370605,2,1,1,2,2,2
44191,70,15,2697,12,2,11,1,1,54.2222213745117,48.7999992370605,37.3333320617676,44.0,0.0,1,1,1,2,2,2
12085,49,13,954,9,3,6,1,2,22.8421058654785,48.2222213745117,28.75,34.0,108.5,1,1,1,2,2,2
40336,39,5,3340,7,2,9,1,2,32.375,28.7777786254883,32.75,25.600000381469698,0.0,2,2,2,2,2,2
46398,90,15,2683,13,2,12,1,2,56.7777786254883,85.1666641235352,255.0,256.0,511.0,2,0,0,2,1,2
16982,64,9,1168,3,2,9,1,2,41.57143020629879,41.57143020629879,20.714284896850604,20.857143402099602,0.0,2,2,1,2,2,2
21264,83,19,3094,5,2,13,1,2,62.2857131958008,72.6666641235352,76.0,69.3333358764648,7.147541046142581,1,1,1,2,1,2
16306,28,1,2213,5,3,7,1,1,53.032257080078104,117.428573608398,282.666656494141,265.333343505859,164.399993896484,2,2,2,3,2,2
33052,38,23,3508,10,3,8,1,2,30.350000381469698,75.875,100.333335876465,102.0,607.0,2,2,1,2,1,2
53864,67,16,1671,5,2,9,1,2,46.888889312744105,46.888889312744105,37.1666679382324,33.1666679382324,0.0,2,1,1,2,1,2
17262,64,9,492,5,2,14,1,2,49.111110687255895,63.1428565979004,58.25,52.25,110.5,2,2,2,2,1,2
16016,44,17,2178,5,3,9,1,2,38.5882339477539,72.8888854980469,67.40000152587889,63.7999992370605,65.59999847412111,1,1,1,3,2,2
49470,14,11,3167,8,2,13,1,2,58.2999992370605,97.1666641235352,71.5,99.0,38.8666648864746,1,1,1,2,1,2
30764,26,23,672,14,3,12,0,2,48.375,64.5,52.5,44.25,0.0,1,1,1,2,1,2
12338,49,13,2768,9,3,13,1,2,36.285713195800795,254.0,35.0,28.5,0.0,2,2,1,2,1,2
61119,16,3,178,5,2,8,1,2,40.6923065185547,176.33332824707,135.0,129.5,105.800003051758,1,1,1,2,1,2
37577,36,7,2592,6,2,8,1,2,39.6666679382324,51.0,182.0,175.0,71.4000015258789,1,2,1,2,2,2
60230,84,3,2944,6,2,13,1,1,24.0909099578857,37.8571434020996,33.25,33.0,132.5,2,2,2,2,2,2
24865,18,12,247,6,2,16,1,2,52.5,78.75,52.1666679382324,52.8333320617676,0.0,2,2,2,2,1,2
13871,4,17,2762,4,3,11,1,2,47.5999984741211,52.888889312744105,57.0,62.0,0.0,2,2,2,2,1,2
44115,70,15,684,9,2,9,1,2,35.3636360168457,55.5714302062988,41.0,36.7999992370605,0.0,2,2,1,2,2,2
22903,33,4,946,8,3,14,1,1,40.4166679382324,53.888889312744105,14.9375,15.375,17.3214282989502,1,1,1,2,2,2
35631,41,7,3062,11,1,12,1,2,52.875,84.5999984741211,31.4285717010498,40.5999984741211,105.75,2,2,1,2,2,1
57655,79,21,114,9,3,10,1,2,56.5999984741211,80.8571395874023,72.75,68.75,283.0,2,2,1,2,2,2
20084,115,14,2354,5,2,9,1,2,61.0,43.5714302062988,47.6666679382324,54.0,152.5,2,2,2,2,1,2
42442,9,5,846,3,2,8,1,2,21.96875,63.9090919494629,40.111110687255895,38.0,14.0600004196167,2,2,1,3,1,2
15923,44,17,2357,8,3,15,1,1,29.263158798217802,69.5,93.0,46.1666679382324,4.27692317962646,1,1,1,3,1,2
28737,76,22,1824,4,2,11,1,2,25.3333339691162,494.0,84.3333358764648,80.3333358764648,49.4000015258789,2,2,1,3,1,2
37665,36,7,1129,8,2,8,1,2,50.125,57.2857131958008,41.0,39.2000007629395,100.25,1,1,1,2,2,2
30924,26,23,675,10,3,8,1,2,84.44444274902341,126.666664123535,32.25,31.0833339691162,0.0,2,2,1,2,2,2
34183,121,18,1289,8,2,15,1,2,31.375,71.7142868041992,70.25,55.25,0.0,2,1,1,2,2,2
42663,89,5,159,6,3,9,1,1,36.0,54.0,21.7000007629395,21.5,144.0,1,2,1,2,2,2
49022,128,11,2951,5,2,12,1,2,39.384616851806605,73.1428604125977,60.25,67.75,46.54545593261721,1,1,1,2,1,2
59648,123,3,2786,9,2,16,1,2,52.5999984741211,87.6666641235352,49.7999992370605,55.4000015258789,52.5999984741211,2,2,2,2,1,2
19547,104,14,1594,6,3,13,1,1,7.14285707473755,12.5,7.16666650772095,9.5,1.17647063732147,2,2,1,3,1,1
7789,58,24,3012,4,3,8,1,2,76.0,88.6666641235352,91.6666641235352,85.6666641235352,53.2000007629395,2,2,2,2,2,2
27111,95,12,3075,5,2,10,1,2,51.5999984741211,129.0,66.5,125.0,0.0,1,1,1,2,2,2
52887,158,16,567,6,3,9,1,2,24.7142848968506,28.8333339691162,26.6666660308838,31.0,0.0,1,1,1,2,2,2
12508,154,13,746,5,2,16,1,2,40.714286804199205,95.0,29.2999992370605,27.7000007629395,0.0,2,2,2,2,1,2
54505,71,16,2770,4,3,11,1,1,27.1739139556885,62.5,16.25,16.6666660308838,6.5789475440979,1,1,1,3,1,2
22105,114,19,5,7,2,11,1,2,32.375,43.1666679382324,44.6666679382324,41.6666679382324,0.0,2,2,2,2,2,2
19829,115,14,1571,4,3,8,1,2,26.8571434020996,94.0,47.25,46.75,12.5333337783813,2,2,2,3,1,2
38493,54,20,2959,8,0,7,1,2,47.4285697937012,55.3333320617676,75.0,45.5,0.0,1,1,1,2,1,2
33537,37,18,2997,7,2,15,1,2,42.0,56.0,22.0,26.0,336.0,2,2,0,2,2,2
22134,114,19,271,5,3,13,1,2,67.7142868041992,67.7142868041992,82.3333358764648,75.6666641235352,11.8500003814697,2,2,2,2,2,2
60761,11,3,591,3,3,15,1,2,34.4117660522461,83.57142639160159,91.5,54.75,195.0,2,2,1,3,2,2
28917,76,22,2438,4,2,15,1,2,55.5714302062988,64.8333358764648,33.8333320617676,31.0,0.0,2,2,1,2,2,4
52362,3,10,1286,7,3,9,1,1,33.4000015258789,47.7142868041992,33.2000007629395,33.5999984741211,0.0,2,0,0,2,1,2
48725,110,11,3151,9,3,7,1,0,26.818181991577102,65.5555572509766,50.1666679382324,57.7999992370605,0.0,1,1,1,3,1,2
59101,21,3,2152,15,2,13,1,2,74.5789489746094,202.428573608398,60.75,57.3333320617676,141.699996948242,2,2,1,2,2,1
51533,138,10,2524,7,2,10,1,2,27.0,45.0,43.3333320617676,70.0,0.0,0,0,0,2,2,2
27251,95,12,764,10,2,15,1,2,29.625,47.4000015258789,43.6666679382324,35.3333320617676,0.0,1,2,1,2,1,2
52079,3,10,2356,6,2,7,1,2,36.7999992370605,69.0,52.4000015258789,58.0,4.0588235855102495,2,2,1,3,1,2
42164,117,5,129,1,2,15,1,2,26.466667175293,49.625,28.0,28.7142848968506,0.0,2,2,2,2,2,2
53073,158,16,3629,5,3,14,1,1,33.9166679382324,58.1428565979004,29.0,21.875,81.4000015258789,1,1,1,2,1,2
58260,13,21,2722,9,2,15,1,2,33.388889312744105,66.7777786254883,47.8333320617676,52.3333320617676,150.25,2,2,0,2,1,2
27717,151,12,1826,4,3,7,1,2,43.5,145.0,69.1666641235352,75.8333358764648,0.0,2,2,2,3,2,2
51853,55,10,1598,4,3,15,1,0,48.7999992370605,81.3333358764648,28.0,33.0,27.1111106872559,2,2,2,2,1,2
28078,31,22,411,5,2,11,1,2,34.2857131958008,30.0,21.600000381469698,13.1999998092651,12.0,1,1,1,2,2,2
35783,46,7,3745,7,2,13,1,2,44.875,89.75,56.0,63.6666679382324,17.9500007629395,2,1,1,2,2,2
7886,58,24,830,7,2,9,1,2,29.869565963745103,62.45454406738279,60.0,40.875,0.0,1,1,1,2,1,2
51922,55,10,398,3,3,7,1,1,41.9000015258789,76.1818161010742,32.0714302062988,27.7857151031494,0.0,2,1,1,2,1,2
